Time (s),X (km),Y (km),Z (km),Vx (km/s),Vy (km/s),Vz (km/s),Event
11.6911561892931,-461.346804365941,3081.54827743478,5546.79639511954,-0.226751790503579,-0.0208898570428824,0.0245054866991007,general_trajectory
11.9999999999598,-461.416850512825,3081.54188786512,5546.80407568129,-0.226812931145387,-0.0204812063023889,0.0252327927142495,general_trajectory
12.9999999999564,-461.64376229436,3081.52207572448,5546.83049913207,-0.227013872846463,-0.0191384376230786,0.0276231804265698,general_trajectory
13.9999999999531,-461.870877289892,3081.50362147596,5546.85934032243,-0.227219415924007,-0.0177653501097686,0.0300684182024306,general_trajectory
14.9999999999497,-462.098200181919,3081.48655567121,5546.89065454595,-0.227429633357848,-0.0163614616254792,0.0325693977166084,general_trajectory
15.5882082523908,-462.232013136284,3081.47717833944,5546.91025159098,-0.227555498350354,-0.0155210978325485,0.0340668974471784,general_trajectory
15.5882082523908,-462.232013136243,3081.47717833918,5546.91025159052,-0.227555498325927,-0.0155210979957992,0.0340668971530742,general_trajectory
15.5882082523908,-462.232013136243,3081.47717833918,5546.91025159052,-0.227555498325927,-0.0155210979957992,0.0340668971530742,general_trajectory
15.5882082523908,-462.231172339195,3081.47730799685,5546.91024963653,-0.227555502518461,-0.0155210360731099,0.0340668968347093,general_trajectory
16.5882082523942,-462.458833537684,3081.46250619861,5546.94561043405,-0.227764893559226,-0.0140822885168009,0.0366673241839514,general_trajectory
17.5882082523977,-462.686698107534,3081.44914398881,5546.98360970395,-0.227962228341069,-0.012641833668216,0.0393440090888763,general_trajectory
18.5882082524011,-462.914753942214,3081.43722315293,5547.0243242082,-0.22814740674587,-0.0111995135125377,0.0420979622834578,general_trajectory
19.0860734853525,-463.028362544446,3081.43182622299,5547.04563107399,-0.228235037533667,-0.0104806852067116,0.0434981875686554,general_trajectory
19.5882082524045,-463.142988836359,3081.4267456394,5547.06783172522,-0.22832033123468,-0.00975516016680658,0.0449302059591519,general_trajectory
20.5882082524079,-463.37139048838,3081.4177135695,5547.11421106136,-0.228480906899212,-0.00830859578621101,0.0478417737359386,general_trajectory
21.5882082524114,-463.599946503105,3081.41012924735,5547.16354206228,-0.228629041489458,-0.0068596325119747,0.0508337106626887,general_trajectory
22.5839387183142,-463.827667677168,3081.40401827315,5547.21567549474,-0.228764093210004,-0.00541427575873723,0.0538937768337855,general_trajectory
22.5882082524148,-463.828644394443,3081.40399516995,5547.21590562444,-0.228764645415868,-0.00540807246336434,0.0539070732489886,general_trajectory
23.5882082524182,-464.057471588037,3081.39931403719,5547.27138370655,-0.228887631724382,-0.00395370777670662,0.057062929530781,general_trajectory
24.5882082524216,-464.286415423869,3081.39608876176,5547.33005934116,-0.228997916042421,-0.0024963206945099,0.0603023591722568,general_trajectory
25.588208252425,-464.515463158808,3081.394322479,5547.39201664636,-0.229095416493991,-0.0010356837078705,0.063626453606427,general_trajectory
26.0818039512759,-464.628554508437,3081.39398948033,5547.42383424924,-0.229138805511393,-0.000313449336154674,0.0652987587363156,general_trajectory
26.5882082524285,-464.744601969046,3081.39401855656,5547.45734083763,-0.229180053581992,0.000428440244699313,0.0670363162167753,general_trajectory
27.5882082524319,-464.973818952406,3081.39518060383,5547.5261182399,-0.229251750035944,0.00189629751896279,0.0705330625622283,general_trajectory
